IMO,MainEngineKW,Deadweight,GrossRatedTonnage,Yearbuilt,Annual average Fuel consumption per distance [kg / n mile]
9288930,9467.0,37178,23246,2004,81.08
9288942,8580.0,40218,25105,2004,112.06
9288942,8580.0,40218,25105,2004,114.01
9288942,8580.0,40218,25105,2004,108.56
9289178,10010.0,61369,35711,2005,125.49
9289178,10010.0,61369,35711,2005,125.68
9289477,29412.0,320050,161789,2004,272.86
9289518,13548.0,53095,30053,2005,114.34
9289740,9480.0,46992,30074,2005,107.25
9289740,9480.0,46992,30074,2005,113.74
9289752,13548.0,73788,42877,2005,122.62
9289752,13548.0,73788,42877,2005,131.75
9289776,13548.0,73741,42877,2005,168.88
9289776,13548.0,73741,42877,2005,118.55
9290309,13548.0,105941,57226,2004,113.98
9290309,13548.0,105941,57226,2004,126.28
9290309,13548.0,105941,57226,2004,128.32
9290311,13548.0,105784,58722,2005,155.86
9290311,13548.0,105784,58722,2005,145.07
9290335,18623.0,159081,81074,2004,216.26
9290335,18623.0,159081,81074,2004,185.89
9290335,18623.0,159081,81074,2004,218.85
9290359,18888.0,152622,79969,2005,185.57
9290359,18888.0,152622,79969,2005,236.47
9290359,18888.0,152622,79969,2005,169.84
9290361,11300.0,105472,57162,2005,169.09
9290361,11300.0,105472,57162,2005,141.65
9290361,11300.0,105472,57162,2005,134.44
9290373,18630.0,163750,84491,2005,194.44
9290373,18630.0,163750,84491,2005,210.16
9290373,18630.0,163750,84491,2005,179.63
9290385,18623.0,159062,81076,2005,227.4
9290397,18623.0,159156,81334,2005,238.76
9290397,18623.0,159156,81334,2005,210.69
9290397,18623.0,159156,81334,2005,268.66
9290438,11323.0,105472,57162,2005,144.26
9290438,11323.0,105472,57162,2005,133.58
9290438,11323.0,105472,57162,2005,141.45
9290646,8561.0,46922,29242,2006,87.98
9290646,8561.0,46922,29242,2006,97.94
9290828,9460.0,37252,23298,2005,95.88
9290828,9460.0,37252,23298,2005,112.65
9290828,9460.0,37252,23298,2005,118.19
9290830,9480.0,37270,23298,2005,141.54
9290830,9480.0,37270,23298,2005,143.0
9290830,9480.0,37270,23298,2005,142.91
9291248,14038.0,107160,60007,2006,183.9
9291262,15795.0,114834,63694,2005,401.52
9291262,15795.0,114834,63694,2005,226.49
9292034,8310.0,47199,27725,2004,116.01
9292034,8310.0,47199,27725,2004,92.99
9292060,8310.0,46697,27725,2006,100.5
9292163,27581.0,305442,156873,2004,383.38
9292187,29326.0,318669,161382,2005,263.69
9292199,18630.0,163750,84491,2005,231.42
9292199,18630.0,163750,84491,2005,222.49
9292204,11323.0,105926,57177,2005,120.62
9292204,11323.0,105926,57177,2005,156.41
9292204,11323.0,105926,57177,2005,154.49
9292278,8580.0,40218,25086,2005,119.69
9292278,8580.0,40218,25086,2005,121.8
9292278,8580.0,40218,25086,2005,96.55
9292280,8561.0,40157,24996,2006,153.93
9292280,8561.0,40157,24996,2006,149.22
9292280,8561.0,40157,24996,2006,126.92
9292357,9480.0,48711,28794,2006,97.95
9292357,9480.0,48711,28794,2006,102.11
9292503,14313.0,115515,62929,2005,198.06
9292577,9480.0,50375,30971,2005,138.75
9292577,9480.0,50375,30971,2005,106.8
9292577,9480.0,50375,30971,2005,127.52
9292591,8561.0,40095,25364,2005,121.94
9292591,8561.0,40095,25364,2005,128.4
9292591,8561.0,40095,25364,2005,100.22
9292606,13548.0,70681,42172,2005,173.79
9292606,13548.0,70681,42172,2005,154.41
9292606,13548.0,70681,42172,2005,151.59
9293002,13548.0,105034,58418,2005,172.36
9293002,13548.0,105034,58418,2005,152.9
9293117,18895.0,159186,81076,2005,177.35
9293117,18895.0,159186,81076,2005,173.47
9293131,18895.0,159152,81076,2005,179.95
9293131,18895.0,159152,81076,2005,139.98
9293131,18895.0,159152,81076,2005,240.99
9293143,18895.0,159195,81076,2005,178.74
9293143,18895.0,159195,81076,2005,189.05
9293143,18895.0,159195,81076,2005,244.58
9293155,12240.0,106062,57164,2005,172.02
9293155,12240.0,106062,57164,2005,167.42
9293337,9960.0,29500,21589,2004,137.16
9293337,9960.0,29500,21589,2004,131.0
9293337,9960.0,29500,21589,2004,118.4
9293507,18623.0,158280,81770,2005,177.01
9294240,27184.0,311620,160250,2005,275.79
9294551,12600.0,105744,56172,2004,149.78
9294551,12600.0,105744,56172,2004,167.1
9294551,12600.0,105744,56172,2004,147.33
9294587,25088.0,299118,156914,2006,199.05
9294678,11525.0,72910,43075,2005,150.21
9294678,11525.0,72910,43075,2005,116.49
9295036,12268.0,72782,41589,2006,141.37
9295036,12268.0,72782,41589,2006,130.81
9295048,7150.0,34620,22184,2004,168.11
9295311,8580.0,34643,25086,2005,155.57
9295311,8580.0,34643,25086,2005,124.86
9295311,8580.0,34643,25086,2005,115.39
9295323,11069.0,36986,23246,2004,84.21
9296195,13630.0,107197,58118,2003,163.21
9296195,13630.0,107197,58118,2003,142.25
9296377,16440.0,149996,78845,2006,157.62
9296377,16440.0,149996,78845,2006,181.89
9296391,17990.0,146427,77636,2006,162.27
9296391,17990.0,146427,77636,2006,156.97
9296391,17990.0,146427,77636,2006,186.36
9296418,17990.0,146356,77636,2007,218.27
9296418,17990.0,146356,77636,2007,166.61
9296418,17990.0,146356,77636,2007,172.85
9296810,14000.0,106488,56163,2005,162.57
9296810,14000.0,106488,56163,2005,179.46
9296822,14000.0,106433,56163,2005,128.76
9296822,14000.0,106433,56163,2005,123.21
9297345,15801.0,113782,63462,2005,225.16
9297345,15801.0,113782,63462,2005,189.7
9297345,15801.0,113782,63462,2005,255.95
9297357,15820.0,113553,63462,2006,138.33
9297357,15820.0,113553,63462,2006,148.47
9297357,15820.0,113553,63462,2006,156.71
9297369,15820.0,113553,63462,2006,158.46
9297369,15820.0,113553,63462,2006,170.78
9297371,15820.0,113553,63462,2006,187.63
9297436,12240.0,71029,38842,2005,168.74
9297436,12240.0,71029,38842,2005,136.31
9297503,18215.0,159089,81345,2005,180.24
9297503,18215.0,159089,81345,2005,185.71
9297515,18215.0,159089,81345,2005,218.98
9297515,18215.0,159089,81345,2005,239.34
9297539,29346.0,318824,161045,2004,249.83
9297553,16630.0,108402,57711,2006,159.16
9297553,16630.0,108402,57711,2006,165.89
9297553,16630.0,108402,57711,2006,169.67
9297888,18630.0,163288,84601,2006,166.43
9297888,18630.0,163288,84601,2006,180.53
9297888,18630.0,163288,84601,2006,151.01
9297890,18630.0,163292,84601,2006,163.31
9297890,18630.0,163292,84601,2006,158.46
9297890,18630.0,163292,84601,2006,206.36
9298193,8340.0,32302,21329,2004,98.79
9298193,8340.0,32302,21329,2004,100.53
9298193,8340.0,32302,21329,2004,107.58
9298272,11275.0,73901,41994,2005,126.98
9298284,11275.0,73965,41994,2005,138.96
9298296,11275.0,73911,41994,2005,134.96
9298301,11275.0,73897,41994,2005,118.76
9298301,11275.0,73897,41994,2005,152.99
9298313,11290.0,73869,41966,2005,134.44
9298313,11290.0,73869,41966,2005,134.72
9298325,11275.0,73869,41966,2005,130.3
9298325,11275.0,73869,41966,2005,135.87
9298325,11275.0,73869,41966,2005,149.52
9298507,13548.0,50939,29021,2005,126.25
9298507,13548.0,50939,29021,2005,138.65
9298507,13548.0,50939,29021,2005,110.11
9298595,8100.0,21600,13685,2005,142.97
9298595,8100.0,21600,13685,2005,123.2
9298595,8100.0,21600,13685,2005,92.51
9298650,14038.0,107115,60007,2006,166.88
9298650,14038.0,107115,60007,2006,148.97
9298650,14038.0,107115,60007,2006,162.06
9298674,13539.0,74999,42443,2005,151.7
9298674,13539.0,74999,42443,2005,127.95
9298674,13539.0,74999,42443,2005,117.16
9298741,18610.0,163759,85206,2006,140.16
9298741,18610.0,163759,85206,2006,143.94
9298741,18610.0,163759,85206,2006,176.91
9298753,18610.0,163759,84844,2006,146.56
9298753,18610.0,163759,84844,2006,204.11
9298765,18610.0,163927,85206,2006,138.42
9298765,18610.0,163927,85206,2006,141.4
9298765,18610.0,163927,85206,2006,162.11
9298961,10010.0,61271,35711,2005,127.27
9298961,10010.0,61271,35711,2005,117.37
9299123,15720.0,65125,36106,2005,130.39
9299147,15720.0,65125,36210,2006,171.47
9299147,15720.0,65125,36210,2006,159.73
9299159,15720.0,65065,36210,2006,150.05
9299214,7600.0,27300,18034,2006,106.92
9299214,7600.0,27300,18034,2006,174.67
9299214,7600.0,27300,18034,2006,89.74
9299422,7150.0,29057,19758,2005,83.29
9299422,7150.0,29057,19758,2005,85.07
9299422,7150.0,29057,19758,2005,83.71
9299434,7150.0,29050,19758,2005,81.44
9299434,7150.0,29050,19758,2005,84.37
9299434,7150.0,29050,19758,2005,87.15
9299446,7150.0,29032,19758,2005,86.45
9299446,7150.0,29032,19758,2005,88.89
9299446,7150.0,29032,19758,2005,98.48
9299458,7150.0,29040,19758,2006,94.91
9299458,7150.0,29040,19758,2006,76.66
9299458,7150.0,29040,19758,2006,78.03
9299496,7877.0,38512,24048,2005,119.19
9299496,7877.0,38512,24048,2005,109.98
9299496,7877.0,38512,24048,2005,104.67
9299563,11500.0,72807,40690,2005,84.94
9299678,18660.0,164565,85431,2005,191.66
9299678,18660.0,164565,85431,2005,201.05
9299678,18660.0,164565,85431,2005,210.96
9299680,13548.0,109841,57248,2005,132.21
9299680,13548.0,109841,57248,2005,165.48
9299680,13548.0,109841,57248,2005,155.82
9299719,13548.0,110084,57248,2005,162.26
9299719,13548.0,110084,57248,2005,155.83
9299733,18420.0,106094,57243,2006,70.34
9299733,18420.0,106094,57243,2006,170.27
9299745,13548.0,106075,57243,2006,165.62
9299745,13548.0,106075,57243,2006,146.58
9299757,13548.0,106061,57243,2006,157.15
9299757,13548.0,106061,57243,2006,170.89
9299757,13548.0,106061,57243,2006,172.64
9299769,13548.0,106061,57243,2005,114.0
9299769,13548.0,106061,57243,2005,153.55
9299898,14313.0,111775,62404,2005,152.73
9299898,14313.0,111775,62404,2005,157.3
9299903,14313.0,111808,62477,2005,125.27
9299903,14313.0,111808,62477,2005,168.73
9301029,11999.0,105363,56373,2006,139.14
9301287,9480.0,40471,25804,2005,105.35
9301287,9480.0,40471,25804,2005,111.37
9301287,9480.0,40471,25804,2005,100.96
9301299,9480.0,40426,25804,2006,119.64
9301299,9480.0,40426,25804,2006,107.21
9301299,9480.0,40426,25804,2006,105.76
9301524,18623.0,158843,81380,2006,172.55
9301524,18623.0,158843,81380,2006,187.99
9301536,18623.0,158933,81380,2006,161.24
9301536,18623.0,158933,81380,2006,156.22
9301536,18623.0,158933,81380,2006,151.29
9301744,12240.0,70372,38832,2006,126.48
9301914,11069.0,51371,29708,2007,87.28
9301914,11069.0,51371,29708,2007,90.65
9301964,13548.0,74875,42514,2007,165.46
9301964,13548.0,74875,42514,2007,173.36
9301964,13548.0,74875,42514,2007,192.08
9302126,10010.0,36990,23246,2005,91.81
9302126,10010.0,36990,23246,2005,82.02
9302126,10010.0,36990,23246,2005,84.76
9302592,18660.0,163216,85421,2006,358.22
9302592,18660.0,163216,85421,2006,203.77
9302592,18660.0,163216,85421,2006,221.28
9302607,18660.0,163250,85421,2006,203.33
9302607,18660.0,163250,85421,2006,193.9
9302607,18660.0,163250,85421,2006,190.06
9302657,9488.0,37255,23519,2004,90.74
9302669,9488.0,37217,23244,2004,107.19
9302865,8580.0,45718,27994,2004,94.07
9302994,18480.0,150296,79235,2007,173.53
9302994,18480.0,150296,79235,2007,87.08
9302994,18480.0,150296,79235,2007,166.73
9303728,7877.0,38554,24062,2006,124.4
9303728,7877.0,38554,24062,2006,99.15
9303728,7877.0,38554,24062,2006,160.29
9303730,7877.0,38461,24048,2006,100.53
9303730,7877.0,38461,24048,2006,107.2
9303730,7877.0,38461,24048,2006,88.38
9304356,12240.0,105747,56489,2005,144.57
9304368,12240.0,105715,56489,2007,146.29
9304368,12240.0,105715,56489,2007,131.42
9304588,9488.0,49999,30091,2005,83.56
9304588,9488.0,49999,30091,2005,84.83
9304588,9488.0,49999,30091,2005,89.17
9304605,18660.0,159450,83722,2006,169.88
9304605,18660.0,159450,83722,2006,181.71
9304605,18660.0,159450,83722,2006,163.57
9304617,18660.0,159438,83722,2007,172.8
9304617,18660.0,159438,83722,2007,175.58
9304629,25480.0,159395,83722,2007,171.51
9304629,25480.0,159395,83722,2007,174.18
9304629,25480.0,159395,83722,2007,168.94
9305348,8572.0,45729,27972,2004,122.83
9305348,8572.0,45729,27972,2004,102.26
9305556,22300.0,117099,65293,2005,199.18
9305556,22300.0,117099,65293,2005,226.75
9305556,22300.0,117099,65293,2005,219.97
9305568,16660.0,117153,65293,2005,159.34
9305568,16660.0,117153,65293,2005,173.05
9305568,16660.0,117153,65293,2005,163.52
9305609,18623.0,117055,66919,2006,197.58
9305609,18623.0,117055,66919,2006,181.54
9305609,18623.0,117055,66919,2006,191.82
9305611,16625.0,117055,66919,2006,204.54
9305611,16625.0,117055,66919,2006,185.22
9305623,18623.0,117055,66919,2006,189.64
9305623,18623.0,117055,66919,2006,184.29
9305623,18623.0,117055,66919,2006,185.64
9305867,13560.0,50922,29032,2005,105.56
9305867,13560.0,50922,29032,2005,118.32
9305867,13560.0,50922,29032,2005,136.78
9306562,10365.0,69523,40038,2005,161.9
9306562,10365.0,69523,40038,2005,154.04
9306562,10365.0,69523,40038,2005,146.8
9306574,10223.0,69509,40038,2005,125.79
9306574,10223.0,69509,40038,2005,155.46
9306627,15260.0,109672,61724,2007,183.07
9306627,15260.0,109672,61724,2007,195.81
9306639,15260.0,109672,61724,2007,140.43
9306639,15260.0,109672,61724,2007,137.79
9306639,15260.0,109672,61724,2007,176.49
9306641,7150.0,34663,22184,2006,103.34
9306641,7150.0,34663,22184,2006,126.48
9306653,7134.0,34662,22184,2006,124.6
9306653,7134.0,34662,22184,2006,107.15
9306653,7134.0,34662,22184,2006,93.74
9306677,7150.0,34628,22184,2006,111.53
9306677,7150.0,34628,22184,2006,74.93
9306677,7150.0,34628,22184,2006,93.63
9306938,7150.0,35190,22184,2005,96.63
9306938,7150.0,35190,22184,2005,91.62
9306940,7150.0,35192,22184,2005,76.45
9306940,7150.0,35192,22184,2005,87.9
9306940,7150.0,35192,22184,2005,72.57
9307085,11290.0,73584,42010,2007,179.15
9307097,11275.0,73635,42010,2007,132.48
9307102,11275.0,73675,42010,2007,120.31
9307102,11275.0,73675,42010,2007,137.32
9307152,12000.0,105712,56172,2005,128.88
9307152,12000.0,105712,56172,2005,134.32
9307334,10010.0,61204,35711,2006,137.66
9307334,10010.0,61204,35711,2006,143.97
9307334,10010.0,61204,35711,2006,106.4
9307633,28720.0,309373,163904,2005,276.2
9307633,28720.0,309373,163904,2005,232.6
9307645,28720.0,309316,163904,2005,247.11
9307671,6300.0,16607,11935,2005,67.71
9307671,6300.0,16607,11935,2005,64.24
9307671,6300.0,16607,11935,2005,69.24
9307786,11275.0,73708,42048,2007,159.12
9307798,11275.0,73701,42048,2007,126.75
9307798,11275.0,73701,42048,2007,106.58
9307798,11275.0,73701,42048,2007,92.61
9307827,13560.0,50921,28960,2006,106.31
9307827,13560.0,50921,28960,2006,124.55
9307827,13560.0,50921,28960,2006,112.65
9307932,11275.0,73980,42010,2007,117.0
9308065,18623.0,152013,82647,2006,185.0
9308065,18623.0,152013,82647,2006,180.6
9308065,18623.0,152013,82647,2006,183.85
9308091,11275.0,73917,41994,2006,157.14
9308091,11275.0,73917,41994,2006,121.73
9308819,13548.0,104592,58446,2006,148.82
9308833,13548.0,105047,58667,2005,92.05
9308833,13548.0,105047,58667,2005,164.66
9308833,13548.0,105047,58667,2005,159.34
9308857,13560.0,104955,58418,2006,158.11
9308857,13560.0,104955,58418,2006,132.83
9308948,15540.0,109637,61724,2005,142.2
9308948,15540.0,109637,61724,2005,154.24
9308948,15540.0,109637,61724,2005,225.45
9308998,11300.0,72291,40682,2005,161.89
9309007,11300.0,72247,40698,2006,135.69
9309227,11700.0,24853,17757,2006,95.81
9309227,11700.0,24853,17757,2006,98.28
9309227,11700.0,24853,17757,2006,103.07
9309239,11400.0,24333,17757,2007,109.17
9309239,11400.0,24333,17757,2007,112.01
9309239,11400.0,24333,17757,2007,109.9
9309241,10010.0,61281,35711,2006,129.17
9309253,10010.0,61286,35711,2006,129.68
9309253,10010.0,61286,35711,2006,132.94
9309253,10010.0,61286,35711,2006,123.91
9309382,11070.0,36939,23511,2005,88.7
9309382,11070.0,36939,23511,2005,109.99
9309423,17647.0,114850,63619,2006,220.03
9309423,17647.0,114850,63619,2006,161.03
9309423,17647.0,114850,63619,2006,236.72
9309435,17647.0,114850,63619,2006,161.96
9309435,17647.0,114850,63619,2006,175.97
9309435,17647.0,114850,63619,2006,210.93
9309978,7877.0,38492,24048,2006,108.27
9309978,7877.0,38492,24048,2006,93.7
9310161,8580.0,45744,27969,2004,95.64
9310525,13548.0,115338,64123,2006,190.73
9310525,13548.0,115338,64123,2006,182.36
9310812,9480.0,46846,28245,2006,84.91
9310848,12240.0,74993,40803,2006,101.22
9310850,12240.0,74994,42772,2006,204.01
9310850,12240.0,74994,42772,2006,116.31
9310850,12240.0,74994,42772,2006,138.3
9311000,9267.0,45838,28059,2005,102.84
9311000,9267.0,45838,28059,2005,104.68
9311610,21770.0,162293,87146,2006,221.28
9311610,21770.0,162293,87146,2006,232.06
9311610,21770.0,162293,87146,2006,232.37
9311725,8377.0,47470,28068,2006,119.93
9311725,8377.0,47470,28068,2006,126.56
9311725,8377.0,47470,28068,2006,100.01
9311751,8561.0,36993,23246,2006,104.07
9311751,8561.0,36993,23246,2006,91.62
9311751,8561.0,36993,23246,2006,107.07
9312133,18610.0,163759,85206,2006,137.03
9312133,18610.0,163759,85206,2006,158.73
9312133,18610.0,163759,85206,2006,161.48
9312145,18610.0,163759,85206,2006,173.73
9312145,18610.0,163759,85206,2006,149.34
9312145,18610.0,163759,85206,2006,165.84
9312444,15720.0,65112,36168,2007,127.37
9312444,15720.0,65112,36168,2007,143.42
9312444,15720.0,65112,36168,2007,139.91
9312456,15720.0,65086,36168,2007,149.73
9312456,15720.0,65086,36168,2007,140.95
9312494,29400.0,307284,159911,2006,85.7
9312494,29400.0,307284,159911,2006,253.37
9312846,13548.0,105611,57325,2006,168.01
9312858,13548.0,105999,57325,2007,204.99
9312860,13548.0,105583,57325,2007,166.96
9312860,13548.0,105583,57325,2007,174.86
9312884,13548.0,109919,57248,2007,154.45
9312884,13548.0,109919,57248,2007,180.94
9312896,15548.0,109819,57248,2007,138.69
9312896,15548.0,109819,57248,2007,182.32
9312896,15548.0,109819,57248,2007,141.58
9312925,9480.0,37582,23303,2006,106.01
9313096,2379.0,14766,11344,2006,108.8
9313096,2379.0,14766,11344,2006,95.5
9313101,4760.0,14846,11344,2006,117.25
9313101,4760.0,14846,11344,2006,92.34
9313101,4760.0,14846,11344,2006,87.26
9313113,2380.0,14907,11344,2006,116.54
9313113,2380.0,14907,11344,2006,93.95
9313113,2380.0,14907,11344,2006,84.55
9313125,2380.0,14737,11344,2007,115.48
9313125,2380.0,14737,11344,2007,96.57
9313125,2380.0,14737,11344,2007,79.17
9313149,25480.0,309985,161013,2007,249.73
9313424,7860.0,29006,19549,2005,116.48
9313424,7860.0,29006,19549,2005,110.08
9313424,7860.0,29006,19549,2005,106.53
9313450,7860.0,29006,19549,2005,130.08
9313450,7860.0,29006,19549,2005,106.78
9313450,7860.0,29006,19549,2005,114.81
9313498,13369.0,105773,57657,2008,188.87
9313527,8561.0,35692,24242,2006,190.25
9313527,8561.0,35692,24242,2006,200.79
9313527,8561.0,35692,24242,2006,172.55
9313761,8580.0,45737,27969,2004,133.69
9314167,13560.0,73672,42684,2007,137.52
9314167,13560.0,73672,42684,2007,168.66
9314167,13560.0,73672,42684,2007,168.72
9314193,13560.0,73580,42531,2007,136.03
9314193,13560.0,73580,42531,2007,122.65
9314806,9466.0,37311,23356,2006,120.82
9314806,9466.0,37311,23356,2006,110.12
9314832,9466.0,37289,23240,2006,134.94
9314832,9466.0,37289,23240,2006,122.74
9314844,9488.0,37258,23331,2007,86.6
9314844,9488.0,37258,23331,2007,136.15
9314844,9488.0,37258,23331,2007,121.93
9314856,9466.0,37258,23315,2007,97.93
9314856,9466.0,37258,23315,2007,125.43
9314868,9480.0,37312,23331,2007,109.05
9314868,9480.0,37312,23331,2007,124.0
9314882,9466.0,39378,23325,2006,160.85
9314882,9466.0,39378,23325,2006,108.87
9314882,9466.0,39378,23325,2006,110.08
9314894,11060.0,39378,23325,2006,124.44
9314894,11060.0,39378,23325,2006,95.6
9314894,11060.0,39378,23325,2006,104.22
9314911,9488.0,46700,29348,2007,99.78
9315056,9480.0,51182,30127,2006,101.96
9315159,29730.0,317713,161473,2007,210.41
9315173,24830.0,163216,85421,2007,182.89
9315173,24830.0,163216,85421,2007,188.14
9315185,18889.0,163216,85421,2007,167.55
9315185,18889.0,163216,85421,2007,166.6
9315185,18889.0,163216,85421,2007,168.29
9315654,16859.0,158706,83469,2005,165.12
9315745,9480.0,37662,23270,2006,115.85
9315745,9480.0,37662,23270,2006,116.77
9315771,8377.0,46702,29348,2007,101.86
9315771,8377.0,46702,29348,2007,113.42
9315771,8377.0,46702,29348,2007,107.02
9315795,11060.0,39378,23325,2007,108.2
9315795,11060.0,39378,23325,2007,110.79
9315795,11060.0,39378,23325,2007,103.41
9315903,9466.0,39589,23310,2007,92.82
9315903,9466.0,39589,23310,2007,100.69
9315903,9466.0,39589,23310,2007,94.98
9316127,21770.0,163545,87146,2007,202.94
9316127,21770.0,163545,87146,2007,206.47
9316127,21770.0,163545,87146,2007,207.13
9316232,11275.0,73870,42167,2006,134.53
9316232,11275.0,73870,42167,2006,130.26
9316244,11275.0,73933,42167,2007,135.5
9316244,11275.0,73933,42167,2007,186.61
9316244,11275.0,73933,42167,2007,124.94
9316555,4457.0,10813,7064,2005,134.69
9316555,4457.0,10813,7064,2005,59.68
